name,yard,equipment,day,order,move
SV71,SV,4.0 PP,SS,6,2115
SV71,SV,4.0 PP,SS,7,2118
SV71,SV,4.0 PP,SS,8,2123
SV71,SV,4.0 PP,SS,9,2126
SV71,SV,4.0 PP,SS,10,XD71
SV71,SV,4.0 PP,SS,11,XD72
SV71,SV,4.0 PP,SS,12,2133
SV72,SV,4.0 PP,SS,1,2104
SV72,SV,4.0 PP,SS,2,XD23
SV72,SV,4.0 PP,SS,3,XD24
SV72,SV,4.0 PP,SS,4,1869
SV72,SV,4.0 PP,SS,5,1868
SV72,SV,4.0 PP,SS,6,1875
SV72,SV,4.0 PP,SS,7,1874
SV72,SV,4.0 PP,SS,8,2125
SV73,SV,4.0 PP,SS,1,2106
SV73,SV,4.0 PP,SS,2,XD29
SV73,SV,4.0 PP,SS,3,XD30
SV73,SV,4.0 PP,SS,4,2117
SV74,SV,4.0 PP,SS,1,2110
SV74,SV,4.0 PP,SS,2,XD39
SV74,SV,4.0 PP,SS,3,XD40
SV74,SV,4.0 PP,SS,4,2119
SV74,SV,4.0 PP,SS,5,2122
SV74,SV,4.0 PP,SS,6,1883
SV74,SV,4.0 PP,SS,7,1882
SV74,SV,4.0 PP,SS,8,2101
